"X_id","BEVOEGD_GEZAG_CODE","BEVOEGD_GEZAG_NAAM","INSTELLINGSCODE","INSTELLINGSNAAM","VESTIGINGSCODE","VESTIGINGSNAAM","GEMEENTENAAM","PLAATSNAAM","ERKENDEOPLEIDINGSCODE","INSTROOM_EINDDATUM","OPLEIDINGSEENHEIDCODE","EIGEN_OPLEIDINGSEENHEIDSLEUTEL","OPLEIDINGSEENHEID_NAAM","OPLEIDINGSEENHEID_INTERNATIONALE_NAAM","OPLEIDINGSEENHEID_SOORT","STUDIELAST","STUDIELASTEENHEID","NIVEAU","GRAAD","GRAADTOEVOEGING","ISCED","NLQF","EQF","VORM","ONDERDEEL","SUBONDERDEEL","BEKOSTIGINGSNIVEAU","GRONDSLAG_STUDIELAST","BEROEPSEISEN","OPLEIDINGSERKENNINGSKADER","INTENSIEFPROGRAMMA","BEKOSTIGINGSCODE","AANVULLENDE_EISEN","BEKOSTIGINGSDUUR","VESTIGINGSLICENTIE_BEGINDATUM","VESTIGINGSLICENTIE_EINDDATUM","ACCREDITATIE_BESLUITDATUM","ACCREDITATIE_BEGINDATUM","ACCREDITATIE_VERVALDATUM","ACCREDITATIE_AFBOUWDATUM","ACCREDITATIE_INLEVERDATUM","ACCREDITATIE_VOORWAARDENDATUM","ACCREDITATIE_INTREKKINGSDATUM","ACCREDITATIE_UITSTELDATUM","ACCREDITATIE_UITSTELREDEN","SAMENWERKENDEINSTELLINGEN"
1047,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60408,NA,"1001O6742","31144a40-3f35-4cc4-b31f-7bdd5bc21669","Ondernemingsrecht","Company Law","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_LAWS",NA,7,7,"VOLTIJD","RECHT",NA,"LAAG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2016-01-01T00:00:00",NA,"2024-12-19T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
1048,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60409,NA,"1001O6745","61b95f3f-5b34-4f2e-9edd-53b6d7fc8e97","Finance & Investments","Finance & Investments","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2010-09-01T00:00:00",NA,"2025-06-20T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
1049,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60420,NA,"1001O6754","a30aa1f1-f9c8-43f4-86fd-3bb4f429d43f","Pedagogische en Onderwijswetenschappen","Pedagogy and Education","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2013-09-01T00:00:00",NA,"2018-07-31T00:00:00","2018-07-31T00:00:00",NA,NA,"2024-05-01T00:00:00",NA,NA,"2026-11-02T00:00:00","ART_5_16_LID_4",NA
1050,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60448,NA,"1001O6782","3581f801-0ac5-4fdf-8c18-024d7867b2e7","International Public Management and Public Policy",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2024-07-08T00:00:00","2024-07-08T00:00:00",NA,NA,"2030-05-01T00:00:00",NA,NA,NA,NA,NA
1051,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60449,NA,"1001O6783","f921303f-0a69-4903-865a-01372786454b","Aansprakelijkheid en verzekering",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_LAWS",NA,7,7,"VOLTIJD","RECHT",NA,"LAAG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2024-12-19T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
1052,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60450,NA,"1001O6784","d3a68693-9470-47c4-9c4c-9c44a324cd19","Togamaster",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_LAWS",NA,7,7,"VOLTIJD","RECHT",NA,"LAAG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2024-12-19T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
1053,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60451,NA,"1001O6785","59df92d7-c646-4824-a191-6bfc147c44ee","Recht van de Gezondheidszorg",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_LAWS",NA,7,7,"DEELTIJD","RECHT",NA,"LAAG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2024-12-19T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
1054,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60451,NA,"1001O6785","59df92d7-c646-4824-a191-6bfc147c44ee","Recht van de Gezondheidszorg",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_LAWS",NA,7,7,"VOLTIJD","RECHT",NA,"LAAG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2024-12-19T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
1055,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60452,NA,"1001O6786","5f483120-5264-47d8-9705-572b4893df58","Commercial Law",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_LAWS",NA,7,7,"VOLTIJD","RECHT",NA,"LAAG","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2024-12-19T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
1056,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60453,NA,"1001O6787","fa1b4b0c-97d3-4b1b-9ea9-01eea8b95baa","Business Information Management",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2025-06-20T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
1057,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60455,NA,"1001O6789","cfa78bb4-7c4d-4ff2-ad80-9938d0717139","Strategic Entrepreneurship",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2025-06-20T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
1058,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60456,NA,"1001O6790","09924f3d-792f-4bdd-a1d8-5e27a1d4d5e0","Global Business & Sustainability",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2025-06-20T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
1059,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60458,NA,"1001O6792","7ef7d124-8a92-4b94-bc02-5c0a2dc22779","Management of Innovation",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2025-06-20T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
1060,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60644,NA,"1001O6875","37d91f72-c1dc-434c-85a7-8ef4b3c593bc","Business Administration",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"DEELTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2003-09-01T00:00:00",NA,"2025-06-20T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
1061,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60644,NA,"1001O6875","37d91f72-c1dc-434c-85a7-8ef4b3c593bc","Business Administration",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2003-09-01T00:00:00",NA,"2025-06-20T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
1062,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60652,NA,"1001O6889","3dc57a92-b7c5-4e7b-a7ee-3419de9a2244","Economics and Business",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2003-09-01T00:00:00",NA,"2023-06-28T00:00:00","2023-06-28T00:00:00",NA,NA,"2029-05-01T00:00:00",NA,NA,NA,NA,NA
1063,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60822,NA,"1001O7044","8e8174b5-b44c-4ad9-bdca-074f0bda7e0a","Filosofie","Philosophy","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",NA,7,7,"DEELTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2024-09-09T00:00:00","2024-09-09T00:00:00",NA,NA,"2030-05-01T00:00:00",NA,NA,NA,NA,NA
1064,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60822,NA,"1001O7044","8e8174b5-b44c-4ad9-bdca-074f0bda7e0a","Filosofie","Philosophy","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",NA,7,7,"VOLTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2024-09-09T00:00:00","2024-09-09T00:00:00",NA,NA,"2030-05-01T00:00:00",NA,NA,NA,NA,NA
1065,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60830,NA,"1001O7078","e2fee8b8-f4f9-494e-bddb-526359edfead","Mediastudies","Media Studies","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",NA,7,7,"VOLTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2026-01-07T00:00:00",NA,NA,NA,"2031-11-01T00:00:00",NA,NA,NA,NA,NA
1066,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60832,NA,"1001O7084","fceff616-d950-4bca-9f8a-2e596251a93b","Mediastudies (research)","Media Studies (research)","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",NA,7,7,"VOLTIJD","TAAL_EN_CULTUUR",NA,"LAAG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,"2011-09-01T00:00:00",NA,"2021-03-23T00:00:00","2021-03-23T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,NA,NA,NA
1067,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60979,NA,"1001O8737","0d30db48-07dc-4329-b582-802419504b88","Educatieve Master Primair Onderwijs","Teaching in Primary Education","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ONDERWIJS",NA,"HOOG","MINISTERIEEL","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,"2022-09-01T00:00:00",NA,"2021-12-06T00:00:00","2021-12-06T00:00:00","2027-12-06T00:00:00",NA,NA,NA,NA,NA,NA,NA
1068,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60987,NA,"1001O8782","c27a87e8-259d-46b3-92f5-59cde0e9c4d7","Genomics in Society (research)","Genomics in Society (research)","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","GEZONDHEIDSZORG",NA,"HOOG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,"2022-09-01T00:00:00",NA,"2022-07-15T00:00:00","2022-07-12T00:00:00","2028-07-12T00:00:00",NA,NA,NA,NA,NA,NA,NA
1069,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60989,NA,"1001O8817","c1f6cee6-b39c-411f-be56-512ca4776dde","Societal Transitions","Societal Transitions","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",NA,7,7,"VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2023-09-01T00:00:00",NA,"2022-11-28T00:00:00","2022-11-28T00:00:00","2028-11-28T00:00:00",NA,NA,NA,NA,NA,NA,NA
1070,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",60991,NA,"1001O8864","836d100f-3056-4a6b-9496-bcc7b9f3da70","People, Organisations & Change","People, Organisations & Change","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2023-09-01T00:00:00",NA,"2025-06-20T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
1071,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",65004,NA,"1016O1876",NA,"Redesigning the Post-Industrial City (joint degree)","Redesigning the Post-Industrial City (joint degree)","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,"2025-09-01T00:00:00",NA,"2025-03-27T00:00:00","2025-09-01T00:00:00","2030-06-26T00:00:00",NA,NA,NA,NA,NA,NA,"88BP,88FV,88HM,88RC,89BX,89GC,91QS"
1072,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",65011,NA,"1001O7176","22e899d8-18dd-47be-9b06-a5fea6ab1d23","Nanobiology (joint degree)",NA,"OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","TECHNIEK",NA,"HOOG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,"2015-09-01T00:00:00",NA,"2023-02-16T00:00:00","2023-02-16T00:00:00",NA,NA,"2028-11-01T00:00:00",NA,NA,NA,NA,"21PF"
1073,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",65017,NA,"1001O7186","bfa2836d-abeb-4c26-be4b-71c852d6ac85","European Master in Health Economics and Management (joint degree)","European Master in Health Economics and Management (joint degree)","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","GEZONDHEIDSZORG",NA,"HOOG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,"2015-10-30T00:00:00",NA,"2022-07-13T00:00:00","2022-07-13T00:00:00",NA,NA,"2027-11-01T00:00:00",NA,NA,NA,NA,"88FY,88GM,89EB"
1074,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",65019,NA,"1001O7192","89e4ee33-780d-41a7-84cc-cfcc08f95965","Technical Medicine (joint degree)",NA,"OPLEIDING",180,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","GEZONDHEIDSZORG",NA,"TOP","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,"2017-09-01T00:00:00",NA,"2024-10-30T00:00:00","2024-10-30T00:00:00",NA,NA,"2030-05-01T00:00:00",NA,NA,NA,NA,"21PB,21PF"
1075,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",65024,NA,"1001O7206","52b5daef-f1e6-4ea9-bc0e-f0c81709f87e","Research Master Business Data Science (joint degree)","Research Master Business Data Science (joint degree)","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,"LAAG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,"2020-09-01T00:00:00",NA,"2025-12-05T00:00:00",NA,NA,NA,"2031-11-01T00:00:00",NA,NA,NA,NA,"21PK,21PL"
1076,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",65027,NA,"1001O8775","99e5e547-12dd-464e-bc13-67a92a6daaa3","Tinbergen Institute Research Master in Economics (joint degree)","Tinbergen Institute Research Master in Economics (joint degree)","OPLEIDING",120,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,"LAAG","MINISTERIEEL","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",24,"2022-09-01T00:00:00",NA,"2025-11-13T00:00:00",NA,NA,NA,"2031-11-01T00:00:00",NA,NA,NA,NA,"21PK,21PL"
1077,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",66034,NA,"1001O7227","73a79264-2a57-4bad-b9e1-abd8dae95be0","Geschiedenis","History","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",NA,7,7,"DEELTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2021-01-18T00:00:00","2021-01-18T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,"2028-11-02T00:00:00","ART_5_16_LID_4",NA
1078,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",66034,NA,"1001O7227","73a79264-2a57-4bad-b9e1-abd8dae95be0","Geschiedenis","History","OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_ARTS",NA,7,7,"VOLTIJD","TAAL_EN_CULTUUR",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2011-09-01T00:00:00",NA,"2021-01-18T00:00:00","2021-01-18T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,"2028-11-02T00:00:00","ART_5_16_LID_4",NA
1079,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",66402,"2028-09-01T00:00:00","1001O7288","291c709d-0361-4170-945d-96d30343709f","Fiscale Economie",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2003-09-01T00:00:00","2029-09-01T00:00:00","2023-06-27T00:00:00","2023-06-27T00:00:00",NA,NA,"2029-05-01T00:00:00",NA,NA,NA,NA,NA
1080,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",66469,NA,"1001O7308","f2d5b783-f422-467e-9a34-a98c72cddce7","Criminologie",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",12,"2003-09-01T00:00:00",NA,"2019-08-26T00:00:00","2019-08-26T00:00:00",NA,NA,"2025-05-01T00:00:00",NA,NA,"2027-05-02T00:00:00","ART_5_16_LID_4",NA
1081,10,"Erasmus Universiteit Rotterdam","21PE","Erasmus Universiteit Rotterdam","21PE00","Erasmus Universiteit Rotterdam; Rotterdam","Rotterdam","ROTTERDAM",66551,NA,"1001O7315","6fd92b25-938b-431b-bcff-9e727f995d67","Geneeskunde","Medicine","OPLEIDING",180,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","GEZONDHEIDSZORG",NA,"TOP","WETTELIJK","BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",36,"2011-09-01T00:00:00",NA,"2018-10-31T00:00:00","2018-10-31T00:00:00",NA,NA,"2024-05-01T00:00:00",NA,NA,"2026-05-02T00:00:00","ART_5_16_LID_4",NA
